,Nama,Ulasan,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
739,dian ekawati suryaman,unique waterfall the water fall directly in to the sea beach this is the biggest waterfall in madura we must be very carefull when walking around the beach near the waterfall dont ever swim under the waterfall,Positif,"['unique', 'waterfall', 'the', 'water', 'fall', 'directly', 'in', 'to', 'the', 'sea', 'beach', 'this', 'is', 'the', 'biggest', 'waterfall', 'in', 'madura', 'we', 'must', 'be', 'very', 'carefull', 'when', 'walking', 'around', 'the', 'beach', 'near', 'the', 'waterfall', 'dont', 'ever', 'swim', 'under', 'the', 'waterfall']","['unique', 'waterfall', 'itu', 'water', 'fall', 'directly', 'in', 'untuk', 'itu', 'sea', 'beach', 'itu', 'adalah', 'itu', 'biggest', 'waterfall', 'in', 'madura', 'we', 'must', 'saja', 'sangat', 'carefull', 'kapan', 'walking', 'around', 'itu', 'beach', 'near', 'itu', 'waterfall', 'tidak', 'pernah', 'swim', 'under', 'itu', 'waterfall']","['unique', 'waterfall', 'water', 'fall', 'directly', 'in', 'sea', 'beach', 'biggest', 'waterfall', 'in', 'madura', 'we', 'must', 'carefull', 'walking', 'around', 'beach', 'near', 'waterfall', 'swim', 'under', 'waterfall']","['unique', 'waterfall', 'water', 'fall', 'directly', 'sea', 'beach', 'biggest', 'waterfall', 'madura', 'we', 'must', 'carefull', 'walking', 'around', 'beach', 'near', 'waterfall', 'swim', 'under', 'waterfall']","['unique', 'waterfall', 'water', 'fall', 'directly', 'sea', 'beach', 'biggest', 'waterfall', 'madura', 'we', 'must', 'carefull', 'walking', 'around', 'beach', 'near', 'waterfall', 'swim', 'under', 'waterfall']"
740,Arista Bayu,although a distance from surabaya to here is god damn so far around kilometers but believe me that worth it at all the waterfall drop directly into the sea very unique but remember you can t swim in there because there is a hole below the waterfall,Positif,"['although', 'a', 'distance', 'from', 'surabaya', 'to', 'here', 'is', 'god', 'damn', 'so', 'far', 'around', 'kilometers', 'but', 'believe', 'me', 'that', 'worth', 'it', 'at', 'all', 'the', 'waterfall', 'drop', 'directly', 'into', 'the', 'sea', 'very', 'unique', 'but', 'remember', 'you', 'can', 't', 'swim', 'in', 'there', 'because', 'there', 'is', 'a', 'hole', 'below', 'the', 'waterfall']","['although', 'a', 'distance', 'from', 'surabaya', 'untuk', 'here', 'adalah', 'god', 'damn', 'jadi', 'jauh', 'around', 'kilometers', 'but', 'believe', 'saya', 'that', 'worth', 'itu', 'at', 'semua', 'itu', 'waterfall', 'drop', 'directly', 'into', 'itu', 'sea', 'sangat', 'unique', 'but', 'remember', 'kamu', 'can', 't', 'swim', 'in', 'there', 'karena', 'there', 'adalah', 'a', 'hole', 'below', 'itu', 'waterfall']","['although', 'a', 'distance', 'from', 'surabaya', 'here', 'god', 'damn', 'around', 'kilometers', 'but', 'believe', 'that', 'worth', 'at', 'waterfall', 'drop', 'directly', 'into', 'sea', 'unique', 'but', 'remember', 'can', 't', 'swim', 'in', 'there', 'there', 'a', 'hole', 'below', 'waterfall']","['although', 'distance', 'from', 'surabaya', 'here', 'god', 'damn', 'around', 'kilometers', 'but', 'believe', 'that', 'worth', 'waterfall', 'drop', 'directly', 'into', 'sea', 'unique', 'but', 'remember', 'can', 'swim', 'hole', 'below', 'waterfall']","['although', 'distance', 'from', 'surabaya', 'here', 'god', 'damn', 'around', 'kilometers', 'but', 'believe', 'that', 'worth', 'waterfall', 'drop', 'directly', 'into', 'sea', 'unique', 'but', 'remember', 'can', 'swim', 'hole', 'below', 'waterfall']"
741,Edwin Azmiramdhan Sulaiman (Edwin / Lemon),it is an adorable place which is a great spot for relax and take a picture the access is easy but the road from bangkalan to this area is not in a good condition we must drive carefully but still must go place once before you die,Positif,"['it', 'is', 'an', 'adorable', 'place', 'which', 'is', 'a', 'great', 'spot', 'for', 'relax', 'and', 'take', 'a', 'picture', 'the', 'access', 'is', 'easy', 'but', 'the', 'road', 'from', 'bangkalan', 'to', 'this', 'area', 'is', 'not', 'in', 'a', 'good', 'condition', 'we', 'must', 'drive', 'carefully', 'but', 'still', 'must', 'go', 'place', 'once', 'before', 'you', 'die']","['itu', 'adalah', 'an', 'adorable', 'place', 'which', 'adalah', 'a', 'bagus', 'spot', 'for', 'relax', 'dan', 'take', 'a', 'picture', 'itu', 'access', 'adalah', 'easy', 'but', 'itu', 'road', 'from', 'bangkalan', 'untuk', 'itu', 'area', 'adalah', 'not', 'in', 'a', 'bagus', 'condition', 'we', 'must', 'drive', 'carefully', 'but', 'still', 'must', 'go', 'place', 'once', 'before', 'kamu', 'die']","['an', 'adorable', 'place', 'which', 'a', 'bagus', 'spot', 'for', 'relax', 'take', 'a', 'picture', 'access', 'easy', 'but', 'road', 'from', 'bangkalan', 'area', 'not', 'in', 'a', 'bagus', 'condition', 'we', 'must', 'drive', 'carefully', 'but', 'still', 'must', 'go', 'place', 'once', 'before', 'die']","['adorable', 'place', 'which', 'bagus', 'spot', 'for', 'relax', 'take', 'picture', 'access', 'easy', 'but', 'road', 'from', 'bangkalan', 'area', 'not', 'bagus', 'condition', 'we', 'must', 'drive', 'carefully', 'but', 'still', 'must', 'go', 'place', 'once', 'before', 'die']","['adorable', 'place', 'which', 'bagus', 'spot', 'for', 'relax', 'take', 'picture', 'access', 'easy', 'but', 'road', 'from', 'bangkal', 'area', 'not', 'bagus', 'condition', 'we', 'must', 'drive', 'carefully', 'but', 'still', 'must', 'go', 'place', 'once', 'before', 'die']"
742,Arief Hartanto,air terjun dipinggir pantai luar bi,Positif,"['air', 'terjun', 'dipinggir', 'pantai', 'luar', 'bi']","['air', 'terjun', 'dipinggir', 'pantai', 'luar', 'bi']","['air', 'terjun', 'dipinggir', 'pantai', 'bi']","['air', 'terjun', 'dipinggir', 'pantai', 'bi']","['air', 'terjun', 'pinggir', 'pantai', 'bi']"
743,Suria Nataadmadja,man made waterfalls it s a diverted overflow from a nearby river to the sea ingenious though need to walk down steps stair there s a small area where people can enjoy the waterfall,Positif,"['man', 'made', 'waterfalls', 'it', 's', 'a', 'diverted', 'overflow', 'from', 'a', 'nearby', 'river', 'to', 'the', 'sea', 'ingenious', 'though', 'need', 'to', 'walk', 'down', 'steps', 'stair', 'there', 's', 'a', 'small', 'area', 'where', 'people', 'can', 'enjoy', 'the', 'waterfall']","['man', 'made', 'waterfalls', 'itu', 's', 'a', 'diverted', 'overflow', 'from', 'a', 'nearby', 'river', 'untuk', 'itu', 'sea', 'ingenious', 'though', 'need', 'untuk', 'walk', 'down', 'steps', 'stair', 'there', 's', 'a', 'small', 'area', 'where', 'people', 'can', 'enjoy', 'itu', 'waterfall']","['man', 'made', 'waterfalls', 's', 'a', 'diverted', 'overflow', 'from', 'a', 'nearby', 'river', 'sea', 'ingenious', 'though', 'need', 'walk', 'down', 'steps', 'stair', 'there', 's', 'a', 'small', 'area', 'where', 'people', 'can', 'enjoy', 'waterfall']","['man', 'made', 'waterfalls', 'diverted', 'overflow', 'from', 'nearby', 'river', 'sea', 'ingenious', 'though', 'need', 'walk', 'down', 'steps', 'stair', 'small', 'area', 'where', 'people', 'can', 'enjoy', 'waterfall']","['man', 'made', 'waterfalls', 'diverted', 'overflow', 'from', 'nearby', 'river', 'sea', 'ingenious', 'though', 'need', 'walk', 'down', 'steps', 'stair', 'small', 'area', 'where', 'people', 'can', 'enjoy', 'waterfall']"
744,Christian Wijayanto,small waterfall but has an easy access near the public road the panorama at sunset is very beautiful you can go down below the waterfall to take some pictures but be careful because there are many rocks around there still it s one of several popular waterfall in madura island it s recommended place to visit when you re in madura,Positif,"['small', 'waterfall', 'but', 'has', 'an', 'easy', 'access', 'near', 'the', 'public', 'road', 'the', 'panorama', 'at', 'sunset', 'is', 'very', 'beautiful', 'you', 'can', 'go', 'down', 'below', 'the', 'waterfall', 'to', 'take', 'some', 'pictures', 'but', 'be', 'careful', 'because', 'there', 'are', 'many', 'rocks', 'around', 'there', 'still', 'it', 's', 'one', 'of', 'several', 'popular', 'waterfall', 'in', 'madura', 'island', 'it', 's', 'recommended', 'place', 'to', 'visit', 'when', 'you', 're', 'in', 'madura']","['small', 'waterfall', 'but', 'memiliki', 'an', 'easy', 'access', 'near', 'itu', 'public', 'road', 'itu', 'panorama', 'at', 'sunset', 'adalah', 'sangat', 'beautiful', 'kamu', 'can', 'go', 'down', 'below', 'itu', 'waterfall', 'untuk', 'take', 'some', 'pictures', 'but', 'saja', 'careful', 'karena', 'there', 'are', 'many', 'rocks', 'around', 'there', 'still', 'itu', 's', 'one', 'of', 'several', 'popular', 'waterfall', 'in', 'madura', 'island', 'itu', 's', 'rekomendasi', 'place', 'untuk', 'visit', 'kapan', 'kamu', 're', 'in', 'madura']","['small', 'waterfall', 'but', 'memiliki', 'an', 'easy', 'access', 'near', 'public', 'road', 'panorama', 'at', 'sunset', 'beautiful', 'can', 'go', 'down', 'below', 'waterfall', 'take', 'some', 'pictures', 'but', 'careful', 'there', 'are', 'many', 'rocks', 'around', 'there', 'still', 's', 'one', 'of', 'several', 'popular', 'waterfall', 'in', 'madura', 'island', 's', 'rekomendasi', 'place', 'visit', 're', 'in', 'madura']","['small', 'waterfall', 'but', 'memiliki', 'easy', 'access', 'near', 'public', 'road', 'panorama', 'sunset', 'beautiful', 'can', 'go', 'down', 'below', 'waterfall', 'take', 'some', 'pictures', 'but', 'careful', 'many', 'rocks', 'around', 'still', 'one', 'of', 'several', 'popular', 'waterfall', 'madura', 'island', 'rekomendasi', 'place', 'visit', 're', 'madura']","['small', 'waterfall', 'but', 'milik', 'easy', 'access', 'near', 'public', 'road', 'panorama', 'sunset', 'beautiful', 'can', 'go', 'down', 'below', 'waterfall', 'take', 'some', 'pictures', 'but', 'careful', 'many', 'rocks', 'around', 'still', 'one', 'of', 'several', 'popular', 'waterfall', 'madura', 'island', 'rekomendasi', 'place', 'visit', 're', 'madura']"
745,Jo Ni,terletak di pinggir jalan saat musim hujan tangga becek dan licin,Positif,"['terletak', 'di', 'pinggir', 'jalan', 'saat', 'musim', 'hujan', 'tangga', 'becek', 'dan', 'licin']","['terletak', 'di', 'pinggir', 'jalan', 'saat', 'musim', 'hujan', 'tangga', 'becek', 'dan', 'licin']","['terletak', 'pinggir', 'jalan', 'musim', 'hujan', 'tangga', 'becek', 'licin']","['terletak', 'pinggir', 'jalan', 'musim', 'hujan', 'becek', 'licin']","['letak', 'pinggir', 'jalan', 'musim', 'hujan', 'becek', 'licin']"
746,Phoebe Yulia,nice and interesting waterfall directly go to the sea the problem is alot of trash on sea and the rocks around the waterfall beach cheap ebtry only thousand if you go here please no trashing i hope people who work there can clean the place not only asking for entry fee,Positif,"['nice', 'and', 'interesting', 'waterfall', 'directly', 'go', 'to', 'the', 'sea', 'the', 'problem', 'is', 'alot', 'of', 'trash', 'on', 'sea', 'and', 'the', 'rocks', 'around', 'the', 'waterfall', 'beach', 'cheap', 'ebtry', 'only', 'thousand', 'if', 'you', 'go', 'here', 'please', 'no', 'trashing', 'i', 'hope', 'people', 'who', 'work', 'there', 'can', 'clean', 'the', 'place', 'not', 'only', 'asking', 'for', 'entry', 'fee']","['bagus', 'dan', 'interesting', 'waterfall', 'directly', 'go', 'untuk', 'itu', 'sea', 'itu', 'problem', 'adalah', 'alot', 'of', 'trash', 'hidup', 'sea', 'dan', 'itu', 'rocks', 'around', 'itu', 'waterfall', 'beach', 'cheap', 'ebtry', 'only', 'thousand', 'jika', 'kamu', 'go', 'here', 'please', 'tidak', 'trashing', 'saya', 'hope', 'people', 'who', 'work', 'there', 'can', 'clean', 'itu', 'place', 'not', 'only', 'asking', 'for', 'entry', 'fee']","['bagus', 'interesting', 'waterfall', 'directly', 'go', 'sea', 'problem', 'alot', 'of', 'trash', 'hidup', 'sea', 'rocks', 'around', 'waterfall', 'beach', 'cheap', 'ebtry', 'only', 'thousand', 'go', 'here', 'please', 'trashing', 'hope', 'people', 'who', 'work', 'there', 'can', 'clean', 'place', 'not', 'only', 'asking', 'for', 'entry', 'fee']","['bagus', 'interesting', 'waterfall', 'directly', 'go', 'sea', 'problem', 'alot', 'of', 'trash', 'hidup', 'sea', 'rocks', 'around', 'waterfall', 'beach', 'cheap', 'ebtry', 'only', 'thousand', 'go', 'here', 'please', 'trashing', 'hope', 'people', 'who', 'work', 'can', 'clean', 'place', 'not', 'only', 'asking', 'for', 'entry', 'fee']","['bagus', 'interesting', 'waterfall', 'directly', 'go', 'sea', 'problem', 'alot', 'of', 'trash', 'hidup', 'sea', 'rocks', 'around', 'waterfall', 'beach', 'cheap', 'ebtry', 'only', 'thousand', 'go', 'here', 'please', 'trashing', 'hope', 'people', 'who', 'work', 'can', 'clean', 'place', 'not', 'only', 'asking', 'for', 'entry', 'fee']"
747,James Farley,small but beautiful people were very nice,Positif,"['small', 'but', 'beautiful', 'people', 'were', 'very', 'nice']","['small', 'but', 'beautiful', 'people', 'were', 'sangat', 'bagus']","['small', 'but', 'beautiful', 'people', 'were', 'bagus']","['small', 'but', 'beautiful', 'people', 'were', 'bagus']","['small', 'but', 'beautiful', 'people', 'were', 'bagus']"
748,Frea Renata,super dissapointing everything isn t treated well many trashes are everywhere in the floors water is pretty much brown and dirty i dont understand why the rating is tho it is so different with the pics on the google where the,Positif,"['super', 'dissapointing', 'everything', 'isn', 't', 'treated', 'well', 'many', 'trashes', 'are', 'everywhere', 'in', 'the', 'floors', 'water', 'is', 'pretty', 'much', 'brown', 'and', 'dirty', 'i', 'dont', 'understand', 'why', 'the', 'rating', 'is', 'tho', 'it', 'is', 'so', 'different', 'with', 'the', 'pics', 'on', 'the', 'google', 'where', 'the']","['super', 'dissapointing', 'everything', 'isn', 't', 'treated', 'well', 'many', 'trashes', 'are', 'everywhere', 'in', 'itu', 'floors', 'water', 'adalah', 'pretty', 'banyak', 'brown', 'dan', 'dirty', 'saya', 'tidak', 'understand', 'why', 'itu', 'peringkat', 'adalah', 'tho', 'itu', 'adalah', 'jadi', 'different', 'with', 'itu', 'pics', 'hidup', 'itu', 'google', 'where', 'itu']","['super', 'dissapointing', 'everything', 'isn', 't', 'treated', 'well', 'many', 'trashes', 'are', 'everywhere', 'in', 'floors', 'water', 'pretty', 'brown', 'dirty', 'understand', 'why', 'peringkat', 'tho', 'different', 'with', 'pics', 'hidup', 'google', 'where']","['super', 'dissapointing', 'everything', 'isn', 'treated', 'well', 'many', 'trashes', 'everywhere', 'floors', 'water', 'pretty', 'brown', 'dirty', 'understand', 'why', 'peringkat', 'tho', 'different', 'with', 'pics', 'hidup', 'google', 'where']","['super', 'dissapointing', 'everything', 'isn', 'treated', 'well', 'many', 'trashes', 'everywhere', 'floors', 'water', 'pretty', 'brown', 'dirty', 'understand', 'why', 'peringkat', 'tho', 'different', 'with', 'pics', 'hidup', 'google', 'where']"
749,???,sungai mengalir ke laut me,Positif,"['sungai', 'mengalir', 'ke', 'laut', 'me']","['sungai', 'mengalir', 'ke', 'laut', 'saya']","['sungai', 'mengalir', 'laut']","['sungai', 'mengalir', 'laut']","['sungai', 'alir', 'laut']"
750,Zainal Ritonga,mereuen,Positif,['mereuen'],['mereuen'],['mereuen'],['mereuen'],['mereuen']
751,Edo Suhartanto,it s unique the water drop into the sea directly but it is a river used by local so the pungent smell is noticable,Positif,"['it', 's', 'unique', 'the', 'water', 'drop', 'into', 'the', 'sea', 'directly', 'but', 'it', 'is', 'a', 'river', 'used', 'by', 'local', 'so', 'the', 'pungent', 'smell', 'is', 'noticable']","['itu', 's', 'unique', 'itu', 'water', 'drop', 'into', 'itu', 'sea', 'directly', 'but', 'itu', 'adalah', 'a', 'river', 'used', 'banyak', 'local', 'jadi', 'itu', 'pungent', 'smell', 'adalah', 'noticable']","['s', 'unique', 'water', 'drop', 'into', 'sea', 'directly', 'but', 'a', 'river', 'used', 'local', 'pungent', 'smell', 'noticable']","['unique', 'water', 'drop', 'into', 'sea', 'directly', 'but', 'river', 'used', 'local', 'pungent', 'smell', 'noticable']","['unique', 'water', 'drop', 'into', 'sea', 'directly', 'but', 'river', 'used', 'local', 'pungent', 'smell', 'noticable']"
752,MTegar RSaputra,a good place to rest when you are on a long trip,Positif,"['a', 'good', 'place', 'to', 'rest', 'when', 'you', 'are', 'on', 'a', 'long', 'trip']","['a', 'bagus', 'place', 'untuk', 'rest', 'kapan', 'kamu', 'are', 'hidup', 'a', 'long', 'trip']","['a', 'bagus', 'place', 'rest', 'are', 'hidup', 'a', 'long', 'trip']","['bagus', 'place', 'rest', 'hidup', 'long', 'trip']","['bagus', 'place', 'rest', 'hidup', 'long', 'trip']"
753,Kita Pritasari Arumdati,easy access quite clean area clear water waterfall right next to the seaside good place for photographs and to just chill by the beach with running waterfall behind free only fee for parking available toilet bathroom and mushola with praying equipment inside qur an mukena sarung etc,Positif,"['easy', 'access', 'quite', 'clean', 'area', 'clear', 'water', 'waterfall', 'right', 'next', 'to', 'the', 'seaside', 'good', 'place', 'for', 'photographs', 'and', 'to', 'just', 'chill', 'by', 'the', 'beach', 'with', 'running', 'waterfall', 'behind', 'free', 'only', 'fee', 'for', 'parking', 'available', 'toilet', 'bathroom', 'and', 'mushola', 'with', 'praying', 'equipment', 'inside', 'qur', 'an', 'mukena', 'sarung', 'etc']","['easy', 'access', 'quite', 'clean', 'area', 'clear', 'water', 'waterfall', 'right', 'next', 'untuk', 'itu', 'seaside', 'bagus', 'place', 'for', 'photographs', 'dan', 'untuk', 'hanya', 'chill', 'banyak', 'itu', 'beach', 'with', 'running', 'waterfall', 'behind', 'gratis', 'only', 'fee', 'for', 'parking', 'available', 'toilet', 'bathroom', 'dan', 'mushola', 'with', 'praying', 'equipment', 'inside', 'qur', 'an', 'mukena', 'sarung', 'etc']","['easy', 'access', 'quite', 'clean', 'area', 'clear', 'water', 'waterfall', 'right', 'next', 'seaside', 'bagus', 'place', 'for', 'photographs', 'chill', 'beach', 'with', 'running', 'waterfall', 'behind', 'gratis', 'only', 'fee', 'for', 'parking', 'available', 'toilet', 'bathroom', 'mushola', 'with', 'praying', 'equipment', 'inside', 'qur', 'an', 'mukena', 'sarung', 'etc']","['easy', 'access', 'quite', 'clean', 'area', 'clear', 'water', 'waterfall', 'right', 'next', 'seaside', 'bagus', 'place', 'for', 'photographs', 'chill', 'beach', 'with', 'running', 'waterfall', 'behind', 'gratis', 'only', 'fee', 'for', 'parking', 'available', 'toilet', 'bathroom', 'mushola', 'with', 'praying', 'equipment', 'inside', 'qur', 'mukena', 'sarung', 'etc']","['easy', 'access', 'quite', 'clean', 'area', 'clear', 'water', 'waterfall', 'right', 'next', 'seaside', 'bagus', 'place', 'for', 'photographs', 'chill', 'beach', 'with', 'running', 'waterfall', 'behind', 'gratis', 'only', 'fee', 'for', 'parking', 'available', 'toilet', 'bathroom', 'mushola', 'with', 'praying', 'equipment', 'inside', 'qur', 'mukena', 'sarung', 'etc']"
754,Ken Guest,it s a waterfall falling into the sea not much else to see and not particularly picturesque but interesting enough to visit the little warung at the top is ok with decent food there are toilets available,Positif,"['it', 's', 'a', 'waterfall', 'falling', 'into', 'the', 'sea', 'not', 'much', 'else', 'to', 'see', 'and', 'not', 'particularly', 'picturesque', 'but', 'interesting', 'enough', 'to', 'visit', 'the', 'little', 'warung', 'at', 'the', 'top', 'is', 'ok', 'with', 'decent', 'food', 'there', 'are', 'toilets', 'available']","['itu', 's', 'a', 'waterfall', 'falling', 'into', 'itu', 'sea', 'not', 'banyak', 'else', 'untuk', 'lihat', 'dan', 'not', 'particularly', 'picturesque', 'but', 'interesting', 'enough', 'untuk', 'visit', 'itu', 'little', 'warung', 'at', 'itu', 'keren', 'adalah', 'oke', 'with', 'decent', 'food', 'there', 'are', 'toilets', 'available']","['s', 'a', 'waterfall', 'falling', 'into', 'sea', 'not', 'else', 'lihat', 'not', 'particularly', 'picturesque', 'but', 'interesting', 'enough', 'visit', 'little', 'warung', 'at', 'keren', 'oke', 'with', 'decent', 'food', 'there', 'are', 'toilets', 'available']","['waterfall', 'falling', 'into', 'sea', 'not', 'else', 'not', 'particularly', 'picturesque', 'but', 'interesting', 'enough', 'visit', 'little', 'warung', 'keren', 'oke', 'with', 'decent', 'food', 'toilets', 'available']","['waterfall', 'falling', 'into', 'sea', 'not', 'else', 'not', 'particularly', 'picturesque', 'but', 'interesting', 'enough', 'visit', 'little', 'warung', 'keren', 'oke', 'with', 'decent', 'food', 'toilets', 'available']"
755,Lufthans Arstipendy,it is adorable but the place is so far about minutes from sampang city and also a bit hard to get here must use your own vehicle not really sure there is a public transport to get here,Positif,"['it', 'is', 'adorable', 'but', 'the', 'place', 'is', 'so', 'far', 'about', 'minutes', 'from', 'sampang', 'city', 'and', 'also', 'a', 'bit', 'hard', 'to', 'get', 'here', 'must', 'use', 'your', 'own', 'vehicle', 'not', 'really', 'sure', 'there', 'is', 'a', 'public', 'transport', 'to', 'get', 'here']","['itu', 'adalah', 'adorable', 'but', 'itu', 'place', 'adalah', 'jadi', 'jauh', 'about', 'minutes', 'from', 'sampang', 'city', 'dan', 'also', 'a', 'bit', 'hard', 'untuk', 'get', 'here', 'must', 'use', 'your', 'own', 'vehicle', 'not', 'really', 'sure', 'there', 'adalah', 'a', 'public', 'transport', 'untuk', 'get', 'here']","['adorable', 'but', 'place', 'about', 'minutes', 'from', 'sampang', 'city', 'also', 'a', 'bit', 'hard', 'get', 'here', 'must', 'use', 'your', 'own', 'vehicle', 'not', 'really', 'sure', 'there', 'a', 'public', 'transport', 'get', 'here']","['adorable', 'but', 'place', 'about', 'minutes', 'from', 'sampang', 'city', 'also', 'bit', 'hard', 'get', 'here', 'must', 'use', 'your', 'own', 'vehicle', 'not', 'really', 'sure', 'public', 'transport', 'get', 'here']","['adorable', 'but', 'place', 'about', 'minutes', 'from', 'sampang', 'city', 'also', 'bit', 'hard', 'get', 'here', 'must', 'use', 'your', 'own', 'vehicle', 'not', 'really', 'sure', 'public', 'transport', 'get', 'here']"
756,Dullatëp,beautiful waterfall right at the beach with sunset,Positif,"['beautiful', 'waterfall', 'right', 'at', 'the', 'beach', 'with', 'sunset']","['beautiful', 'waterfall', 'right', 'at', 'itu', 'beach', 'with', 'sunset']","['beautiful', 'waterfall', 'right', 'at', 'beach', 'with', 'sunset']","['beautiful', 'waterfall', 'right', 'beach', 'with', 'sunset']","['beautiful', 'waterfall', 'right', 'beach', 'with', 'sunset']"
757,Richard K,the unique thing is this waterfall is directly poured into the sea beach the height is about meter easy access with lot of visitors during holiday,Positif,"['the', 'unique', 'thing', 'is', 'this', 'waterfall', 'is', 'directly', 'poured', 'into', 'the', 'sea', 'beach', 'the', 'height', 'is', 'about', 'meter', 'easy', 'access', 'with', 'lot', 'of', 'visitors', 'during', 'holiday']","['itu', 'unique', 'thing', 'adalah', 'itu', 'waterfall', 'adalah', 'directly', 'poured', 'into', 'itu', 'sea', 'beach', 'itu', 'height', 'adalah', 'about', 'meter', 'easy', 'access', 'with', 'lot', 'of', 'visitors', 'during', 'holiday']","['unique', 'thing', 'waterfall', 'directly', 'poured', 'into', 'sea', 'beach', 'height', 'about', 'meter', 'easy', 'access', 'with', 'lot', 'of', 'visitors', 'during', 'holiday']","['unique', 'thing', 'waterfall', 'directly', 'poured', 'into', 'sea', 'beach', 'height', 'about', 'meter', 'easy', 'access', 'with', 'lot', 'of', 'visitors', 'during', 'holiday']","['unique', 'thing', 'waterfall', 'directly', 'poured', 'into', 'sea', 'beach', 'height', 'about', 'meter', 'easy', 'access', 'with', 'lot', 'of', 'visitors', 'during', 'holiday']"
758,Erick Kwan,hidden mini waterfall and beach you can see two place in one time,Positif,"['hidden', 'mini', 'waterfall', 'and', 'beach', 'you', 'can', 'see', 'two', 'place', 'in', 'one', 'time']","['hidden', 'mini', 'waterfall', 'dan', 'beach', 'kamu', 'can', 'lihat', 'two', 'place', 'in', 'one', 'waktu']","['hidden', 'mini', 'waterfall', 'beach', 'can', 'lihat', 'two', 'place', 'in', 'one']","['hidden', 'mini', 'waterfall', 'beach', 'can', 'two', 'place', 'one']","['hidden', 'mini', 'waterfall', 'beach', 'can', 'two', 'place', 'one']"
759,gede wijaya,nice spot for landscape photographer,Positif,"['nice', 'spot', 'for', 'landscape', 'photographer']","['bagus', 'spot', 'for', 'landscape', 'photographer']","['bagus', 'spot', 'for', 'landscape', 'photographer']","['bagus', 'spot', 'for', 'landscape', 'photographer']","['bagus', 'spot', 'for', 'landscape', 'photographer']"
760,Ani Arifah,very long drive from bangkalan with uneven surface very dirty murky water and not much space to take photos wasn t expecting that it s actually worst than the photos on google search would not recommend this place for visit,Positif,"['very', 'long', 'drive', 'from', 'bangkalan', 'with', 'uneven', 'surface', 'very', 'dirty', 'murky', 'water', 'and', 'not', 'much', 'space', 'to', 'take', 'photos', 'wasn', 't', 'expecting', 'that', 'it', 's', 'actually', 'worst', 'than', 'the', 'photos', 'on', 'google', 'search', 'would', 'not', 'recommend', 'this', 'place', 'for', 'visit']","['sangat', 'long', 'drive', 'from', 'bangkalan', 'with', 'uneven', 'surface', 'sangat', 'dirty', 'murky', 'water', 'dan', 'not', 'banyak', 'space', 'untuk', 'take', 'photos', 'wasn', 't', 'expecting', 'that', 'itu', 's', 'actually', 'worst', 'than', 'itu', 'photos', 'hidup', 'google', 'search', 'would', 'not', 'recommend', 'itu', 'place', 'for', 'visit']","['long', 'drive', 'from', 'bangkalan', 'with', 'uneven', 'surface', 'dirty', 'murky', 'water', 'not', 'space', 'take', 'photos', 'wasn', 't', 'expecting', 'that', 's', 'actually', 'worst', 'than', 'photos', 'hidup', 'google', 'search', 'would', 'not', 'recommend', 'place', 'for', 'visit']","['long', 'drive', 'from', 'bangkalan', 'with', 'uneven', 'surface', 'dirty', 'murky', 'water', 'not', 'space', 'take', 'photos', 'wasn', 'expecting', 'that', 'actually', 'worst', 'than', 'photos', 'hidup', 'google', 'search', 'would', 'not', 'recommend', 'place', 'for', 'visit']","['long', 'drive', 'from', 'bangkal', 'with', 'uneven', 'surface', 'dirty', 'murky', 'water', 'not', 'space', 'take', 'photos', 'wasn', 'expecting', 'that', 'actually', 'worst', 'than', 'photos', 'hidup', 'google', 'search', 'would', 'not', 'recommend', 'place', 'for', 'visit']"
761,denny vincentius,good location fresh but hottest place,Positif,"['good', 'location', 'fresh', 'but', 'hottest', 'place']","['bagus', 'location', 'fresh', 'but', 'hottest', 'place']","['bagus', 'location', 'fresh', 'but', 'hottest', 'place']","['bagus', 'location', 'fresh', 'but', 'hottest', 'place']","['bagus', 'location', 'fresh', 'but', 'hottest', 'place']"
